fs,fss,nfeatures,features,targets,reliability,oids
2333270921735776355,267709839,0,,{11.457926492456487},{1},{16483}
1025902338300761143,954348001,4,"{{-0.6043176896131222,-9.504277838590472,-10.401106348814837,-1.9590502892399166}}",{8.017966703493599},{1},"{16440,16471,16478,16507}"
1693774000992751456,1184679363,5,"{{-0.5682273363332855,-12.868292334320397,-10.401106348814837,-11.806862931584517,-0.20307550321591045}}",{3.091042453358316},{1},"{16430,16440,16457,16478,16507}"
-3210595597316270705,1584895509,10,"{{-10.401106348814837,-1.9459101490553135,-1.252762968495368,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.2876820724517809,-1.5208970477490613,-0.9134981405910861,-10.420568570464626}}",{5.288267030694535},{1},"{16430,16413,16413,16440,16447,16471,16478,16507}"
-3485514449383768787,-1994503410,7,"{{-12.482320849731162,-9.211447651454138,-13.046917587694706,-2.742124164954491,-4.727387818712341,-0.8755327071046938,-4.727387818712341}}",{8.14177220465645},{1},"{16399,16435,16471,16488}"
-1723239386245354632,1512131740,1,{{-11.93201730599305}},{2.3243012512020917},{1},{16478}
1693774000992751456,1378433445,14,"{{-3.4196523656796733,-4.727387818712341,-4.727387818712341,-4.727387818712341,-14.959157077216943,0,-4.727387818712341,-3.7812871628407643,-0.5682273363332855,-12.868292334320397,-10.401106348814837,-11.806862931584517,-14.959841313840421,-0.20307550321591045}}",{5.780743515792329},{1},"{16385,16406,16399,16435,16435,16440,16464,16478,16495,16507}"
-3515944407635664271,1140371532,2,"{{-0.7487598523539759,-13.046917587694706}}",{0},{1},{16471}
-2787191317670660246,1493770420,10,"{{-0.6228005731438893,-4.727387818712341,-0.5682273363332855,-0.20307550321591045,-2.890371757896165,-12.367328027087364,-4.727387818712341,-1.9459101490553135,-1.791759469228055,-1.252762968495368}}",{9.616272037895989},{1},"{16418,16435,16447,16452,16457,16457,16471,16483,16507}"
2399599952233934428,-484131736,3,"{{-3.3768950735690333,-9.21954258275344,-10.829827620263284}}",{8.337827262447915},{1},"{16399,16418,16457,16471}"
1524343667767028728,387750342,13,"{{-0.6228005731438893,-12.367328027087364,-0.9134981405910861,-2.994692088903998,-4.727387818712341,-0.027363187820156575,-1.9459101490553135,-4.727387818712341,-4.727387818712341,-10.420568570464626,-10.401106348814837,-4.727387818712341,-1.252762968495368}}",{10.742486788680049},{1},"{16418,16435,16435,16440,16447,16457,16464,16471,16478,16507}"
5372730239182956237,-107677816,2,"{{-13.046917587694706,-0.027363187820156575}}",{1.0986122886681098},{1},{16471}
6417179009749033666,-891809808,2,"{{-3.8412539701962896,-13.421669132350415}}",{0},{1},{16464}
2103229838344518222,1024831536,17,"{{-1.3862943611198906,-0.7191353283247456,-12.367328027087364,-0.11202713060292206,-1.3862943611198906,-1.4309553723739108,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-3.7826452271286155,-1.3862943611198906,-1.3862943611198906,-11.806862931584517,-11.806862931584517,-3.974962778160936,-0.6931471805599453,-2.772588722239781}}",{4.553876891600541},{1},"{16430,16413,16413,16418,16425,16440,16452,16457,16478,16483,16507}"
-1889760809355916724,2053350406,8,"{{-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-9.860952782529203,-4.727387818712341,-4.727387818712341,-11.806862931584517}}",{9.431562077727694},{1},"{16430,16413,16413,16435,16440,16471,16478}"
7721649514993682563,761706269,2,"{{-1.3862943611198906,-1.3862943611198906}}",{10.110176465778377},{1},"{16430,16413}"
-4506995590541967356,1907572546,7,"{{-1.8626752716686563,-4.727387818712341,-3.007047975308439,-4.727387818712341,-5.580424408531569,-10.401106348814837,-11.113715751024571}}",{2.0794415416798357},{1},"{16435,16440,16464,16478,16507}"
-1573023350148659030,-916179757,3,"{{-1.779409008716249,-1.1149585546163294,-13.272906988144165}}",{2.3978952727983707},{1},{16457}
-5845388691995996195,1464607904,2,"{{-0.8755327071046938,-15.242824734036668}}",{0},{1},{16488}
4778871310081631647,-880723589,1,{{-4.727387818712341}},{0},{1},{16435}
5372730239182956237,1089132829,1,{{-10.401106348814837}},{9.422544303252007},{1},{16478}
-7994933085961275538,-367220839,11,"{{-7.327459299804411,-0.6043176896131222,-1.9459101490553135,-1.3862943611198906,-1.3862943611198906,-4.727387818712341,-10.420568570464626,-3.627765135193404,-10.401106348814837,-4.727387818712341,-1.9459101490553135}}",{2.772588722239781},{1},"{16430,16413,16435,16440,16447,16457,16464,16478,16507}"
-7678011977838348522,-376985470,1,{{-13.858945455877352}},{4.2626798770413155},{1},{16399}
-6571914703387389993,163632381,12,"{{-4.727387818712341,-3.526913309836802,-4.727387818712341,-14.959157077216943,-3.7812871628407643,-0.5682273363332855,-12.868292334320397,-10.401106348814837,-12.963524726190421,-11.806862931584517,-14.959841313840421,-0.5614967699468958}}",{1.0986122886681098},{1},"{16385,16406,16399,16435,16440,16464,16478,16507}"
-1829334865866162189,-1349984640,1,{{-10.829827620263284}},{2.70805020110221},{1},{16457}
3549109824785540005,-829901552,18,"{{-3.4196523656796733,-4.727387818712341,-2.4849066497880004,-2.4849066497880004,-3.1682398607308766,-1.4643856107083681,-4.727387818712341,-4.727387818712341,0,-4.727387818712341,-3.7425615452004064,-0.5682273363332855,-10.401106348814837,-11.806862931584517,-14.959841313840421,-12.367328027087364,-1.0161294578281923,-0.20307550321591045}}",{10.410485861467732},{1},"{16385,16406,16399,16418,16435,16435,16440,16457,16464,16478,16488,16495,16502,16507}"
-2216088972165640435,1145034300,17,"{{-1.4643856107083681,-1.5235523378721705,-1.025400360113085,-2.4849066497880004,0,-4.822435922102408,-10.829827620263284,-1.779409008716249,-9.319827910797311,-0.3430127066731566,-4.727387818712341,-3.937340792780059,-1.0161294578281923,-4.727387818712341,-6.217826204697014,-15.242824734036668,-2.4849066497880004}}",{1.0986122886681098},{1},"{16399,16418,16435,16457,16464,16488,16502,16507}"
-5949668645089970217,-358847857,2,"{{-14.743062444355063,-0.9134981405910861}}",{0},{1},{16507}
5068614643165729469,-1581987981,8,"{{-1.4643856107083681,-2.4849066497880004,0,-3.1682398607308766,-3.7425615452004064,-0.6043176896131222,-3.4196523656796733,-2.4849066497880004}}",{8.220133957151859},{1},"{16385,16399,16464,16488,16502,16507}"
6841805925482126349,1385408076,7,"{{-9.210340371976182,-0.6043176896131222,-9.504277838590472,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-10.401106348814837}}",{7.374629015218945},{1},"{16430,16413,16413,16440,16478,16507}"
-8754961486292191806,583275183,12,"{{-0.11202713060292206,-10.401106348814837,-0.7191353283247456,-0.8556044967540088,-1.3862943611198906,-0.09725901836917965,-12.367328027087364,-2.890371757896165,-1.4309553723739108,-3.7826452271286155,-1.3862943611198906,-11.806862931584517},{-0.11202713060292206,-11.806862931584517,-0.7191353283247456,-0.8556044967540088,-1.3862943611198906,-0.09725901836917965,-12.367328027087364,-2.890371757896165,-1.4309553723739108,-3.7826452271286155,-1.3862943611198906,-11.806862931584517},{-0.11202713060292206,-10.401106348814837,-0.7191353283247456,-0.8556044967540088,-1.3862943611198906,-0.09725901836917965,-12.367328027087364,-2.772588722239781,-1.4309553723739108,-3.7826452271286155,-1.3862943611198906,-11.806862931584517}}","{5.736572297479192,5.736572297479192,5.736572297479192}","{1,1,1}","{16418,16425,16440,16452,16457,16478,16483,16507}"
7519382914444524780,-313488616,1,{{-11.93201730599305}},{4.401718205206787},{1},{16478}
2103229838344518222,-352874723,2,"{{-1.3862943611198906,-1.3862943611198906}}",{0},{1},{16413}
-1950505845315524548,-1404568122,1,{{-6.212606095751519}},{3.4011973816621555},{1},{16440}
3549109824785540005,1065924306,1,{{-14.959841313840421}},{0},{1},{16406}
1025902338300761143,1846317308,1,{{-9.504277838590472}},{2.302585092994046},{1},{16440}
299267792258938541,181963286,2,"{{-4.727387818712341,-4.727387818712341}}",{0},{1},{16435}
-6747521538659772949,854217779,10,"{{-0.028943010031191253,-4.6002870046727695,-0.6678173444306782,-3.7425615452004064,-2.4849066497880004,-14.959841313840421,-2.4849066497880004,-0.8246229357117946,-1.5235523378721705,-1.4643856107083681}}",{4.812184355372417},{1},"{16385,16406,16399,16457,16488,16502,16507}"
-7678011977838348522,1302495501,3,"{{-14.743062444355063,-0.20307550321591045,-0.2618198379253543}}",{0},{1},{16507}
2399599952233934428,1110384659,4,"{{-3.3768950735690333,-9.21954258275344,-10.829827620263284,-4.388984109633438}}",{11.662818522544844},{1},"{16399,16418,16457,16464,16478}"
1168076528610430802,-147398610,6,"{{-15.242824734036668,-3.3768950735690333,-4.727387818712341,-4.388984109633438,-0.8755327071046938,-4.727387818712341}}",{10.288715939142856},{1},"{16399,16435,16464,16471,16488}"
4778871310081631647,-1989930952,1,{{-13.272906988144165}},{1.9459101490553132},{1},{16457}
-2216088972165640435,1617194825,3,"{{-1.4643856107083681,-4.822435922102408,-15.242824734036668}}",{0},{1},{16488}
-1573023350148659030,212058430,15,"{{-4.727387818712341,-2.994692088903998,-1.779409008716249,-10.401106348814837,-1.1149585546163294,-0.6228005731438893,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-12.367328027087364,-0.2876820724517809,-1.3862943611198906,-4.727387818712341,-0.6043176896131222,-10.420568570464626}}",{8.573573524852344},{1},"{16430,16413,16413,16418,16425,16435,16440,16457,16464,16478,16507}"
-6682106289455670140,-1281814566,5,"{{-1.3862943611198906,-1.3862943611198906,-13.046917587694706,-4.727387818712341,-4.727387818712341}}",{10.06722074451873},{1},"{16430,16413,16435,16471}"
-310926232940389306,1225538007,9,"{{-9.210340371976182,-15.242824734036668,-10.401106348814837,-1.9459101490553135,-9.211447651454138,-1.9459101490553135,-1.3862943611198906,-9.727421389904682,-0.6043176896131222}}",{3.4011973816621555},{1},"{16430,16413,16399,16440,16447,16478,16488,16507}"
1693774000992751456,321660611,9,"{{-14.959157077216943,-3.7812871628407643,-0.5682273363332855,-12.868292334320397,-10.401106348814837,-12.963524726190421,-11.806862931584517,-14.959841313840421,-0.20307550321591045}}",{1.0986122886681098},{1},"{16385,16406,16399,16440,16478,16507}"
-7678011977838348522,-1649630959,9,"{{-0.20307550321591045,-1.5040773967762742,-0.2618198379253543,-4.727387818712341,-4.727387818712341,-2.890371757896165,-3.582480449704539,-0.2429183232651658,0}}",{12.752666876937623},{1},"{16385,16399,16435,16452,16483,16495,16507}"
7100159318594498086,511888407,2,"{{-12.888172656062823,-12.40504644753718}}",{0},{1},{16495}
2073429154321355728,-2141700501,2,"{{-10.401106348814837,-6.212606095751519}}",{9.468928284223587},{1},"{16440,16478}"
-1723239386245354632,-701182809,1,{{-3.7826452271286155}},{0.6931471805599453},{1},{16452}
4778871310081631647,-2106024040,10,"{{-4.727387818712341,-4.727387818712341,-8.626725545908231,-12.367328027087364,-1.9459101490553135,-2.578530112938457e-06,-4.727387818712341,-1.0161294578281923,-4.727387818712341,-1.9459101490553135}}",{5.513713916141965},{1},"{16418,16435,16435,16447,16457,16464,16471,16507}"
-7110568913434103698,-20046947,11,"{{-0.6228005731438893,-12.367328027087364,-1.5549634809551214,-3.0610454327046264,-4.727387818712341,-0.164318121186709,-1.1149585546163294,-10.420568570464626,-10.401106348814837,-4.727387818712341,-1.779409008716249}}",{3.5553480614894135},{1},"{16418,16435,16440,16457,16464,16471,16478,16507}"
-2202723705874175045,-956743517,1,{{-9.727421389904682}},{2.0794415416798357},{1},{16440}
4184495773567888797,331329508,2,"{{-3.7826452271286155,-2.890371757896165}}",{0},{1},{16452}
5068614643165729469,1563988013,1,{{-13.272906988144165}},{0.8248451448663349},{1},{16457}
-6682106289455670140,-2132330901,11,"{{-0.6043176896131222,-5.3267168438752,-4.727387818712341,-4.727387818712341,-3.3768950735690333,-9.860952782529203,-15.242824734036668,-0.8755327071046938,-4.727387818712341,-4.727387818712341,-10.401106348814837}}",{8.734560089952993},{1},"{16399,16435,16435,16440,16464,16471,16478,16488,16507}"
1076878163750528468,968990047,11,"{{-7.327459299804411,-0.3696093159219786,-1.3862943611198906,0,-3.4819312730925707,-1.3862943611198906,-1.0161294578281923,-0.5596157879354228,-12.367328027087364,-1.3862943611198906,-1.9459101490553135}}",{6.4425401664681985},{1},"{16430,16413,16418,16425,16447,16457,16464,16478,16507}"
-1829334865866162189,1394724561,8,"{{-4.727387818712341,-4.727387818712341,-1.3862943611198906,-1.3862943611198906,-10.829827620263284,-1.9459101490553135,-3.1889934437528797,-1.9459101490553135}}",{12.722049976435766},{1},"{16418,16425,16435,16447,16457,16464,16471,16507}"
7221379846823333251,-2024718237,2,"{{-3.7425615452004064,-1.4643856107083681}}",{13.128574051181042},{1},"{16385,16399,16488}"
2434959201386717317,-1346427460,3,"{{-4.727387818712341,-14.743062444355063,-4.727387818712341}}",{13.038818711693985},{1},"{16435,16471,16507}"
-6846011022746249658,1473284892,12,"{{-4.727387818712341,-12.367328027087364,-0.7487598523539759,-2.890371757896165,-12.367328027087364,-1.9459101490553135,-3.7826452271286155,-4.727387818712341,-3.0474467446168054,-1.9459101490553135,-4.638382279516398,-1.9459101490553135}}",{2.0794415416798357},{1},"{16418,16418,16435,16447,16447,16452,16457,16457,16471,16471,16483,16507}"
-6387362809141986757,1360573863,1,{{-11.44586643668829}},{0},{1},{16430}
607840843579539521,-772932824,1,{{-13.272906988144165}},{0.9163580218612178},{1},{16457}
146477119612211947,1059421345,11,"{{-0.6043176896131222,-0.8755327071046938,-4.727387818712341,-4.727387818712341,-8.22130525280142,-15.242824734036668,-6.295777548893901,-3.3768950735690333,-9.21954258275344,-10.829827620263284,-5.3267168438752}}",{7.895808377083183},{1},"{16399,16418,16435,16457,16464,16471,16478,16488,16507}"
-917204397272063480,-56438531,6,"{{-15.242824734036668,-12.367328027087364,-2.498923628627538,-1.0161294578281923,-11.806862931584517,-10.401106348814837}}",{12.46183439203697},{1},"{16399,16418,16440,16457,16478,16488,16507}"
5068614643165729469,-1866825757,6,"{{-1.4643856107083681,0,-3.1682398607308766,-3.7425615452004064,-0.6043176896131222,-3.4196523656796733}}",{8.220133957151859},{1},"{16385,16399,16464,16488,16507}"
-310926232940389306,-1377073472,10,"{{-9.210340371976182,-15.242824734036668,-10.401106348814837,-9.211447651454138,-8.517243192666278,-1.3862943611198906,-9.727421389904682,-0.6043176896131222,-14.959841313840421,-0.00010000500033334732}}",{2.833213344056216},{1},"{16430,16413,16406,16399,16440,16478,16488,16507}"
146477119612211947,-1057051931,5,"{{-0.6043176896131222,-8.22130525280142,-9.860952782529203,-10.401106348814837,-14.743062444355063}}",{3.8918202981106265},{1},"{16440,16478,16507}"
-7678011977838348522,-1535915046,5,"{{-0.8626418703771483,-1.5250249607617929e-05,-1.329901240957227,-15.242824734036668,-3.582480449704539}}",{9.477539085486564},{1},"{16488,16495}"
-1573023350148659030,-1460194471,6,"{{-1.779409008716249,-10.401106348814837,-1.1149585546163294,-1.3862943611198906,-1.3862943611198906,-10.420568570464626}}",{9.815257251141714},{1},"{16430,16413,16440,16457,16478}"
-1723239386245354632,-1559918277,3,"{{-11.93201730599305,-1.3862943611198906,-1.3862943611198906}}",{9.414644644079717},{1},"{16430,16413,16478}"
-2216088972165640435,-367575155,16,"{{-1.5235523378721705,-1.025400360113085,-2.4849066497880004,0,-12.367328027087364,-14.959841313840421,-1.779409008716249,-9.319827910797311,-0.3430127066731566,-4.727387818712341,-3.937340792780059,-1.0161294578281923,-4.727387818712341,-6.217826204697014,-2.4849066497880004,-12.963524726190421}}",{3.58351893845611},{1},"{16385,16406,16399,16418,16435,16457,16464,16502,16507}"
2399599952233934428,-1338672463,5,"{{-4.727387818712341,-4.727387818712341,-9.21954258275344,-10.829827620263284,-4.388984109633438}}",{7.166265974133638},{1},"{16418,16435,16457,16464,16471,16507}"
-1723239386245354632,-739115472,13,"{{-1.0986122886681093,-2.7653821929596063,-1.3862943611198906,-0.7191353283247456,-12.367328027087364,-0.11202713060292206,-1.3862943611198906,-1.3862943611198906,-1.4309553723739108,-1.3862943611198906,-1.3862943611198906,-11.806862931584517,-11.806862931584517}}",{6.610696044717759},{1},"{16430,16413,16413,16418,16425,16440,16457,16464,16478,16483}"
-2444720784039749802,1781917846,1,{{-2.3978952727983707}},{13.795150419005036},{1},{16399}
5372730239182956237,2032953699,17,"{{-4.727387818712341,-2.994692088903998,-1.779409008716249,-10.401106348814837,-1.9459101490553135,-1.1149585546163294,-1.252762968495368,-0.6228005731438893,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-12.367328027087364,-1.3862943611198906,-4.727387818712341,-0.9134981405910861,-10.420568570464626}}",{9.04699757378001},{1},"{16430,16413,16413,16418,16425,16435,16440,16447,16457,16464,16478,16507}"
-2216088972165640435,1784801676,4,"{{-1.5235523378721705,-10.829827620263284,-1.779409008716249,-1.0161294578281923}}",{12.084272175781349},{1},"{16418,16457}"
6225652705960457954,-293701142,4,"{{-11.806862931584517,-2.890371757896165,-10.401106348814837,-8.765770543987257}}",{3.7514951721455363},{1},"{16440,16452,16478,16483}"
-7678011977838348522,2110460914,2,"{{-3.0910424533583156,-3.582480449704539}}",{11.340748279608292},{1},{16495}
4778871310081631647,-1695054832,5,"{{-8.626725545908231,-2.578530112938457e-06,-4.727387818712341,-14.743062444355063,-4.727387818712341}}",{5.145849480406191},{1},"{16435,16471,16507}"
3199076743843001296,1712703438,5,"{{-15.242824734036668,-12.367328027087364,-9.211447651454138,-11.806862931584517,-10.401106348814837},{-15.242824734036668,-12.367328027087364,-2.0079774585096875,-11.806862931584517,-10.401106348814837}}","{9.353401214816834,13.922677441157468}","{1,1}","{16399,16418,16440,16457,16478,16488}"
-310926232940389306,-1567964342,6,"{{-9.210340371976182,-1.3862943611198906,-1.3862943611198906,-14.743062444355063,-1.3862943611198906,-0.6043176896131222}}",{10.067178295192607},{1},"{16430,16413,16413,16507}"
-2202723705874175045,723664146,2,"{{-10.401106348814837,-9.727421389904682}}",{10.478639174858365},{1},"{16440,16478}"
-3515944407635664271,1146317662,11,"{{-4.727387818712341,-0.8246229357117946,-0.3430127066731566,-2.890371757896165,-12.367328027087364,-1.9459101490553135,-4.727387818712341,-1.9459101490553135,-1.0161294578281923,-1.9459101490553135,-1.791759469228055}}",{6.142037405587356},{1},"{16418,16435,16447,16447,16452,16457,16457,16471,16483,16507}"
-7110568913434103698,-1727234793,7,"{{-4.727387818712341,-0.164318121186709,-1.1149585546163294,-10.420568570464626,-10.401106348814837,-4.727387818712341,-1.779409008716249}}",{10.87210504458805},{1},"{16435,16440,16457,16471,16478}"
-6682106289455670140,-1163335421,2,"{{-15.242824734036668,-0.8755327071046938}}",{0},{1},{16488}
3199076743843001296,1356240112,1,{{-12.482320849731162}},{2.1972245773362196},{1},{16399}
5372730239182956237,-916179757,3,"{{-1.779409008716249,-1.1149585546163294,-13.272906988144165}}",{0.532894150356635},{1},{16457}
-1889760809355916724,1760167284,1,{{-10.401106348814837}},{9.301916315463393},{1},{16478}
-3210595597316270705,1562630854,15,"{{-1.779409008716249,-11.806862931584517,-1.9459101490553135,-1.1149585546163294,-1.252762968495368,-4.727387818712341,-0.6228005731438893,-1.3862943611198906,-1.3862943611198906,-4.727387818712341,-12.367328027087364,-1.5208970477490613,-1.3862943611198906,-0.9134981405910861,-10.420568570464626}}",{7.3031700512368},{1},"{16430,16413,16418,16425,16435,16440,16447,16457,16471,16478,16507}"
-6846011022746249658,-1310053566,4,"{{-0.7487598523539759,-2.890371757896165,-13.046917587694706,-3.7826452271286155}}",{7.973155433444133},{1},"{16452,16471,16483}"
-2444720784039749802,-1092546407,0,,{14.743062444355063},{1},{16507}
-5323664899700589841,-1918854892,10,"{{-1.3862943611198906,-0.7191353283247456,-12.367328027087364,-0.11202713060292206,-1.3862943611198906,-1.4309553723739108,-1.3862943611198906,-3.7826452271286155,-0.6931471805599453,-2.890371757896165}}",{8.245384468120747},{1},"{16430,16413,16418,16425,16452,16457,16478,16483}"
-6846011022746249658,-912743536,8,"{{-12.367328027087364,-0.7487598523539759,-4.727387818712341,-2.890371757896165,-4.727387818712341,-3.7826452271286155,-3.0474467446168054,-13.272906988144165}}",{2.6390573296152584},{1},"{16418,16435,16452,16457,16457,16471,16483,16507}"
7915967579038312663,1155260801,7,"{{-1.4643856107083681,-3.7425615452004064,-10.829827620263284,-14.959841313840421,-0.6043176896131222,-1.0161294578281923,-15.242824734036668}}",{15.303196343309564},{1},"{16406,16399,16418,16457,16464,16488,16507}"
-3515944407635664271,-1026372177,9,"{{-4.727387818712341,-0.8246229357117946,-0.3430127066731566,-2.890371757896165,-1.9459101490553135,-4.727387818712341,-14.743062444355063,-1.9459101490553135,-1.791759469228055}}",{5.579729825986222},{1},"{16435,16447,16452,16457,16471,16483,16507}"
9105500078934324812,-1066685790,6,"{{-10.401106348814837,-4.727387818712341,-9.860952782529203,-4.727387818712341,-4.388984109633438,-3.3768950735690333}}",{11.769078169891383},{1},"{16399,16435,16440,16464,16471,16478,16507}"
-3515944407635664271,-1573624370,12,"{{-4.727387818712341,-0.8246229357117946,-0.3430127066731566,-2.890371757896165,-12.367328027087364,-1.9459101490553135,-4.727387818712341,-14.743062444355063,-1.9459101490553135,-1.0161294578281923,-1.9459101490553135,-1.791759469228055}}",{4.060443010546419},{1},"{16418,16435,16447,16447,16452,16457,16471,16483,16507}"
6841805925482126349,-184916896,10,"{{-9.210340371976182,-0.6043176896131222,-9.504277838590472,-15.242824734036668,-1.9459101490553135,-1.3862943611198906,-1.3862943611198906,-1.9459101490553135,-1.3862943611198906,-10.401106348814837}}",{13.273242425561998},{1},"{16430,16413,16413,16399,16440,16447,16471,16478,16488,16507}"
-6571914703387389993,943318633,21,"{{-2.4849066497880004,-2.4849066497880004,-3.1682398607308766,-1.4643856107083681,-3.526913309836802,-4.727387818712341,-14.959157077216943,-4.727387818712341,-1.3862943611198906,-3.7812871628407643,-0.5682273363332855,-12.868292334320397,-1.3862943611198906,-10.401106348814837,-11.806862931584517,-14.959841313840421,-1.3862943611198906,-12.367328027087364,-1.0161294578281923,-1.3862943611198906,-0.5614967699468958}}",{1.6094379124341003},{1},"{16430,16413,16413,16406,16399,16418,16435,16440,16457,16464,16478,16488,16495,16502,16507}"
3350265702090035455,-772932824,1,{{-13.272906988144165}},{1.4366597820340787},{1},{16457}
-6387362809141986757,1003218030,5,"{{-10.401106348814837,-1.3862943611198906,-1.3862943611198906,-9.504277838590472,-0.6043176896131222}}",{12.241811341954874},{1},"{16430,16413,16399,16440,16478,16507}"
-4608735958739764665,1721992605,2,"{{-0.6043176896131222,-14.743062444355063}}",{0},{1},{16507}
-298514962653462987,1302495501,3,"{{-14.743062444355063,-1.4597249231852851,-0.2618198379253543}}",{0},{1},{16507}
3199076743843001296,684375494,2,"{{-11.806862931584517,-10.401106348814837}}",{15.869240111416893},{1},"{16399,16440,16457,16478,16507}"
1038524182031953798,-2037127149,3,"{{-14.743062444355063,-0.09725901836917965,-0.8556044967540088}}",{0},{1},{16507}
1076878163750528468,71736059,11,"{{-7.327459299804411,-0.3696093159219786,-1.3862943611198906,0,-3.4819312730925707,-1.3862943611198906,-4.727387818712341,-0.5596157879354228,-4.727387818712341,-1.3862943611198906,-1.9459101490553135}}",{6.4425401664681985},{1},"{16430,16413,16425,16435,16447,16457,16464,16478,16507}"
1025902338300761143,-801488642,4,"{{-9.504277838590472,-13.046917587694706,-10.401106348814837,-1.9590502892399166}}",{8.798001694924846},{1},"{16440,16471,16478}"
-1723239386245354632,726227655,4,"{{-1.3862943611198906,-1.3862943611198906,-3.7826452271286155,-2.890371757896165}}",{8.080546965824498},{1},"{16430,16413,16452,16478,16483}"
-6846011022746249658,-1361870612,10,"{{-0.7487598523539759,-4.727387818712341,-2.890371757896165,-4.727387818712341,-1.9459101490553135,-3.7826452271286155,-4.727387818712341,-3.0474467446168054,-1.9459101490553135,-13.272906988144165}}",{1.3862943611198906},{1},"{16435,16435,16447,16452,16457,16471,16483,16507}"
-6387362809141986757,-287898349,4,"{{-10.401106348814837,-1.3862943611198906,-1.3862943611198906,-9.504277838590472}}",{13.133955923440135},{1},"{16430,16413,16399,16440,16478}"
1524343667767028728,-144545139,9,"{{-0.9134981405910861,-2.994692088903998,-4.727387818712341,-0.027363187820156575,-1.9459101490553135,-10.420568570464626,-10.401106348814837,-4.727387818712341,-1.252762968495368}}",{8.457230850243555},{1},"{16435,16440,16447,16464,16471,16478,16507}"
1038524182031953798,-1168871975,9,"{{-0.7191353283247456,-0.09725901836917965,-1.3862943611198906,-10.401106348814837,-0.8556044967540088,-3.7826452271286155,-1.3862943611198906,-11.806862931584517,-2.890371757896165}}",{6.498282149476434},{1},"{16425,16440,16452,16457,16478,16483,16507}"
3549109824785540005,1951186452,13,"{{-3.4196523656796733,-2.4849066497880004,-2.4849066497880004,0,-1.3862943611198906,-3.7425615452004064,-1.3862943611198906,-10.401106348814837,-11.806862931584517,-1.3862943611198906,-12.367328027087364,-1.0161294578281923,-1.3862943611198906}}",{7.755338812846501},{1},"{16430,16413,16413,16399,16418,16440,16457,16464,16478,16502}"
4184495773567888797,-530642490,10,"{{-0.11202713060292206,-0.7191353283247456,-1.3862943611198906,-12.367328027087364,-1.4309553723739108,-10.401106348814837,-3.7826452271286155,-1.3862943611198906,-11.806862931584517,-2.772588722239781}}",{5.996452088619021},{1},"{16418,16425,16440,16452,16457,16478,16483}"
1025902338300761143,-1724795009,2,"{{-1.3862943611198906,-1.3862943611198906}}",{11.361416293286421},{1},"{16430,16413}"
2073429154321355728,-511037125,2,"{{-14.743062444355063,-1.8626752716686563}}",{0},{1},{16507}
-3475685009172437784,79481792,2,"{{-1.3862943611198906,-1.3862943611198906}}",{0},{1},{16413}
-6682106289455670140,-1289686222,13,"{{-0.6043176896131222,-5.3267168438752,-1.3862943611198906,-4.727387818712341,-1.3862943611198906,-1.3862943611198906,-4.727387818712341,-3.3768950735690333,-0.6931471805599453,-9.860952782529203,-4.727387818712341,-4.727387818712341,-10.401106348814837}}",{6.928537818164665},{1},"{16430,16413,16413,16399,16435,16435,16440,16464,16471,16478,16507}"
146477119612211947,951940494,15,"{{-0.6043176896131222,-0.8755327071046938,-4.727387818712341,-4.727387818712341,-8.22130525280142,-15.242824734036668,-6.295777548893901,-3.3768950735690333,-4.727387818712341,-4.727387818712341,-9.21954258275344,-12.367328027087364,-9.860952782529203,-10.401106348814837,-5.3267168438752},{-0.6043176896131222,-0.8755327071046938,-4.727387818712341,-4.727387818712341,-8.22130525280142,-15.242824734036668,-6.295777548893901,-3.3768950735690333,-4.727387818712341,-4.727387818712341,-9.21954258275344,-10.829827620263284,-9.860952782529203,-11.806862931584517,-5.3267168438752}}","{4.430816798843313,4.430816798843313}","{1,1}","{16399,16418,16435,16435,16440,16457,16464,16471,16478,16488,16507}"
-3210595597316270705,450362105,2,"{{-4.727387818712341,-4.727387818712341}}",{0},{1},{16435}
5372730239182956237,-582096598,2,"{{-4.727387818712341,-4.727387818712341}}",{0},{1},{16435}
-3475685009172437784,333103616,1,{{-11.44586643668829}},{0},{1},{16430}
-1723239386245354632,-46535072,12,"{{-1.0986122886681093,-1.3862943611198906,-0.7191353283247456,-12.367328027087364,-0.11202713060292206,-1.3862943611198906,-1.3862943611198906,-1.4309553723739108,-1.3862943611198906,-1.3862943611198906,-11.806862931584517,-11.806862931584517}}",{5.147494476813453},{1},"{16430,16413,16413,16418,16425,16440,16457,16478,16483}"
2103229838344518222,1283174314,2,"{{-4.639761626644851,-13.421669132350415}}",{1.0986122886681098},{1},{16464}
-6387362809141986757,1122250875,9,"{{-9.210340371976182,-10.401106348814837,-1.9459101490553135,-1.9459101490553135,-1.3862943611198906,-1.3862943611198906,-9.504277838590472,-1.3862943611198906,-0.6043176896131222}}",{12.153957961262721},{1},"{16430,16413,16413,16399,16440,16447,16478,16507}"
